# Legalization file
0 0      1 16      2295 144
2156   580.49774 990.4894    14 16
2157   1376.1152 493.77197    28 16
2158   17.229813 824.17004    6 16
2159   757.8896 851.3164    6 16
2160   744.7175 764.54785    8 16
2161   5.9651737 1033.0994    14 16
2162   838.3602 859.2543    2 16
2163   1634.2577 1839.2063    42 16
2164   356.93616 1053.9093    4 16
2165   139.04037 839.0409    12 16
2166   580.71924 689.66724    6 16
2167   142.45584 1568.8938    2 16
2168   661.79395 263.3496    6 16
2169   621.5514 481.68906    18 16
2170   340.734 2125.656    6 16
2171   3.0403461 1186.9546    16 16
2172   208.87225 579.7104    8 16
2173   2.7952285 22.029852    4 16
2174   710.67487 1558.5258    4 16
2175   226.97629 724.23126    2 16
2176   28.7495 370.30798    4 16
2177   117.115326 1431.8342    14 16
2178   838.7417 1114.0483    2 16
2179   597.21234 1680.9894    8 16
2180   1489.792 289.50848    63 128
2181   141.54218 1095.0884    14 16
2182   98.90157 1256.3564    14 16
2183   808.8679 159.45947    2 16
2184   539.54846 1155.5205    2 16
2185   432.60736 1645.4717    12 16
2186   1145.6818 1177.1378    24 16
2187   262.3674 425.4475    22 16
2188   190.49274 282.49857    8 16
2189   309.63873 14.127476    14 16
2190   351.64096 1327.636    6 16
2191   849.9006 2211.914    4 16
2192   8.452151 1101.9031    8 16
2193   590.99 25.522533    2 16
2194   171.39099 809.0023    6 16
2195   421.63165 2157.6218    16 16
2196   794.47943 2178.0317    14 16
2197   573.8904 2056.88    6 16
2198   178.69415 1266.1633    20 16
2199   161.75485 2104.355    4 16
2200   478.9289 2233.1855    14 16
2201   62.204178 37.85987    24 16
2202   170.18884 762.1281    8 16
2203   1065.217 217.59595    42 16
2204   109.67035 588.0468    6 16
2205   644.452 1613.4688    8 16
2206   23.512749 1023.88477    2 16
2207   524.01636 2057.9883    6 16
2208   651.49567 938.30786    8 16
2209   52.701214 643.8227    4 16
2210   400.4624 1133.637    10 16
2211   678.30273 1993.8201    6 16
2212   387.62097 2207.5825    14 16
2213   557.55676 709.4486    18 16
2214   516.86115 196.8717    4 16
2215   838.7638 1126.8308    34 16
2216   340.05634 202.18605    12 16
2217   766.0401 1501.4309    6 16
2218   659.43695 732.4034    8 16
2219   393.7135 264.91064    8 16
2220   286.0744 1439.7432    16 16
2221   796.20886 1016.1035    6 16
2222   196.19476 978.2346    12 16
2223   1462.7968 1686.0933    42 16
2224   754.97815 405.65717    12 16
2225   404.94806 1547.8916    2 16
2226   591.68005 75.65094    8 16
2227   43.78878 1058.0508    2 16
2228   1000.1 1236.1942    6 16
2229   1382.4211 1761.6611    16 16
2230   241.18234 350.15704    8 16
2231   250.37006 646.5477    8 16
2232   848.9539 1650.1101    16 16
2233   32.820736 -5.991831    4 16
2234   214.21646 2037.0315    4 16
2235   1070.987 1342.1401    72 112
2236   1686.9218 216.99156    42 16
2237   469.90027 1331.6404    14 16
2238   721.49414 1411.9923    6 16
2239   493.94012 388.16382    8 16
2240   163.19293 1412.6189    12 16
2241   123.35629 422.68558    8 16
2242   371.6377 2247.3586    12 16
2243   783.5759 1434.9521    8 16
2244   508.3676 213.35481    4 16
2245   660.7381 1577.9651    6 16
2246   149.90463 1468.2463    2 16
2247   580.2102 50.147163    6 16
2248   886.0978 483.33972    8 16
2249   577.0161 349.949    2 16
2250   186.65205 1484.7698    2 16
2251   784.13416 71.62497    8 16
2252   482.18665 1465.3589    14 16
2253   708.0177 2007.4236    6 16
2254   577.65894 2197.7183    16 16
2255   294.3288 702.4004    4 16
2256   419.13574 932.02344    6 16
2257   338.17242 897.89276    10 16
2258   441.40582 570.7965    14 16
2259   186.10541 1464.2451    16 16
2260   733.24756 1415.6792    6 16
2261   796.2824 36.286133    14 16
2262   312.5188 1539.7888    2 16
2263   237.25522 952.38367    8 16
2264   730.8972 1404.6654    8 16
2265   1636.5164 1574.085    24 16
2266   516.65967 430.10175    12 16
2267   683.5677 1100.5848    16 16
2268   286.31323 1521.3356    16 16
2269   160.97015 1033.9731    8 16
2270   519.7975 1499.3579    6 16
2271   815.69183 714.7917    14 16
2272   228.41942 397.85376    8 16
2273   120.05718 1022.96655    6 16
2274   446.16833 1431.6633    8 16
2275   302.67517 189.0632    2 16
2276   793.8622 2267.0244    14 16
2277   820.9621 1009.78485    10 16
2278   650.71643 25.617622    6 16
2279   767.6879 -0.3512206    8 16
2280   499.41852 1213.1875    14 16
2281   494.77325 2265.9993    14 16
2282   264.11612 663.5741    8 16
2283   244.60477 413.8587    6 16
2284   43.48528 462.09778    28 16
2285   591.865 1413.6533    6 16
2286   98.233345 580.86304    2 16
2287   669.71796 388.67816    6 16
2288   730.32776 1679.1012    12 16
2289   871.37 725.7246    14 16
2290   791.9487 684.5067    10 16
2291   13.707176 334.22012    8 16
2292   352.1577 129.48688    12 16
2293   728.3113 15.631582    10 16
2294   352.69897 1382.215    4 16
2295   798.39404 320.77893    14 16
2296   442.3717 216.85405    6 16
2297   125.714355 1202.7834    16 16
2298   808.5826 1430.6445    8 16
2299   119.72351 537.04834    12 16
2300   1251.6925 2056.8447    12 16
2301   433.93652 199.67249    10 16
2302   701.5771 2020.2075    14 16
2303   1625.1505 1864.6339    24 16
2304   435.8227 2270.6592    16 16
2305   668.70685 953.1124    6 16
2306   762.0109 2054.1743    6 16
2307   186.04291 567.4909    14 16
2308   522.58636 47.902084    6 16
2309   609.5713 1140.5204    2 16
2310   736.8598 1538.7037    6 16
2311   54.45204 710.7656    6 16
2312   800.4228 184.50922    8 16
2313   131.01587 298.94437    16 16
2314   261.5926 195.2863    6 16
2315   122.660614 1407.4474    20 16
2316   757.1859 441.60327    8 16
2317   398.9237 284.847    4 16
2318   250.86049 2070.91    2 16
2319   652.5381 1170.3303    8 16
2320   60.711746 1079.2866    6 16
2321   41.78878 1065.6868    6 16
2322   1606.091 1799.0245    42 16
2323   710.5521 1246.897    2 16
2324   654.7173 705.51917    10 16
2325   261.7553 1453.0137    14 16
2326   848.524 2289.8335    14 16
2327   574.48315 372.74545    18 16
2328   612.2971 449.91083    8 16
2329   836.84827 2230.0938    14 16
2330   69.76265 962.37634    8 16
2331   77.7719 1064.6399    6 16
2332   177.68587 112.655655    8 16
2333   567.9353 371.7063    8 16
2334   331.74243 1594.6382    16 16
2335   17.014603 796.1505    6 16
2336   852.6815 1474.8607    8 16
2337   604.978 876.87244    26 16
2338   627.1553 920.2362    26 16
2339   616.28595 1596.7908    6 16
2340   168.18369 672.99677    14 16
2341   854.95374 113.46563    12 16
2342   831.2183 2145.6187    6 16
2343   231.87898 70.88064    8 16
2344   492.6073 900.5867    14 16
2345   474.85437 1607.395    12 16
2346   518.7402 477.38373    8 16
2347   402.1864 46.47207    14 16
2348   348.0361 231.4491    4 16
2349   656.19543 2120.1074    10 16
2350   193.68008 2016.5647    12 16
2351   851.7462 429.172    14 16
2352   198.29358 1347.3933    2 16
2353   179.27698 2094.52    8 16
2354   182.5535 842.75745    8 16
2355   335.40088 2206.6055    14 16
2356   1605.5826 990.87836    42 16
2357   685.0649 1334.9993    6 16
2358   338.32294 1110.7828    8 16
2359   240.97165 111.73433    8 16
2360   588.37305 1019.42944    26 16
2361   507.73657 392.54004    6 16
2362   1123.4008 842.1417    42 16
2363   63.96045 559.1915    6 16
2364   615.7263 336.6986    14 16
2365   1147.1515 1232.4672    4 16
2366   75.67272 121.78772    6 16
2367   641.7678 2078.35    6 16
2368   633.1826 387.7282    6 16
2369   30.824806 37.98928    6 16
2370   196.94711 49.585655    4 16
2371   510.21313 1612.4653    6 16
2372   621.87195 127.05731    12 16
2373   118.398705 1108.6694    6 16
2374   1406.5292 459.93903    12 16
2375   816.0995 2204.1033    6 16
2376   718.0665 376.012    6 16
2377   211.39291 925.81244    6 16
2378   324.6062 603.9949    14 16
2379   1486.6207 2052.9883    24 16
2380   836.68567 783.39026    2 16
2381   552.4297 1623.818    6 16
2382   1436.3577 544.70337    12 16
2383   161.75485 2134.4063    4 16
2384   730.9762 382.73505    8 16
2385   396.68176 1256.7375    20 16
2386   711.9153 1282.8054    6 16
2387   305.7367 1646.6675    16 16
2388   374.06396 1578.7902    6 16
2389   574.11365 2084.5044    6 16
2390   699.31714 339.74652    14 16
2391   695.7867 1261.1422    6 16
2392   400.64355 881.13086    12 16
2393   377.4455 1553.9493    6 16
2394   280.57318 1393.1152    12 16
2395   144.01941 617.1151    8 16
2396   354.46176 255.50226    4 16
2397   93.51967 394.41916    8 16
2398   375.13397 80.790085    14 16
2399   429.86243 628.39014    4 16
2400   820.84106 1430.6445    2 16
2401   242.62122 247.5411    4 16
2402   411.364 1397.7896    14 16
2403   367.04443 2257.0654    8 16
2404   540.4865 734.54736    2 16
2405   276.62695 666.07916    12 16
2406   115.071045 781.18555    4 16
2407   703.02716 378.60876    8 16
2408   0.7609006 1379.8969    2 16
2409   395.5528 450.7951    16 16
2410   1487.3022 2068.4067    14 16
2411   323.1595 487.97632    16 16
2412   131.87451 1630.7505    14 16
2413   1702.5879 906.01917    101 80
2414   474.25354 142.48148    2 16
2415   1686.9218 193.95644    42 16
2416   824.8768 231.10869    14 16
2417   543.1897 162.78741    8 16
2418   537.5479 1138.5896    2 16
2419   412.69165 964.78564    14 16
2420   478.27026 328.9173    6 16
2421   132.38756 710.0857    2 16
2422   531.39215 212.80539    6 16
2423   227.62611 273.83472    4 16
2424   304.76602 2133.2769    20 16
2425   761.31604 1614.91    4 16
2426   149.52502 311.8283    8 16
2427   626.29205 685.71265    6 16
2428   378.18542 1638.1733    2 16
2429   197.3641 359.51947    8 16
2430   766.8408 1286.8491    2 16
2431   670.1865 286.9919    2 16
2432   673.90356 299.80377    8 16
2433   555.81885 685.57385    8 16
2434   317.83337 703.4137    14 16
2435   508.8144 764.84717    2 16
2436   654.5408 2083.614    22 16
2437   428.47736 553.4704    14 16
2438   1154.5132 1260.6985    6 16
2439   45.010914 773.41077    2 16
2440   78.52569 1130.0082    6 16
2441   192.0848 21.615482    4 16
2442   237.90945 877.5121    8 16
2443   143.65674 1387.4409    2 16
2444   405.12854 704.22144    14 16
2445   764.0741 608.7688    8 16
2446   572.8075 249.95969    8 16
2447   474.2309 623.8955    2 16
2448   669.3854 640.32166    14 16
2449   5.590457 50.391376    8 16
2450   735.8598 1503.5818    8 16
2451   242.2589 1646.9146    14 16
2452   111.19273 1121.3009    2 16
2453   649.79346 1215.0835    14 16
2454   253.43848 1376.7266    12 16
2455   333.53302 719.8336    14 16
2456   466.00253 2080.2666    28 16
2457   1691.5442 952.69385    42 16
2458   223.96764 770.46063    6 16
2459   108.595795 379.01697    4 16
2460   430.21857 676.43286    4 16
2461   278.6263 1995.2391    16 16
2462   137.2532 728.3931    8 16
2463   347.1955 375.8521    4 16
2464   91.71358 1005.16394    8 16
2465   713.18787 534.713    14 16
2466   1404.7737 502.98392    28 16
2467   832.0602 1448.196    2 16
2468   46.767853 -6.3934646    2 16
2469   218.34428 1201.311    8 16
2470   329.1015 292.32312    4 16
2471   602.00134 635.8018    18 16
2472   854.95374 96.357796    12 16
2473   730.23553 314.45358    6 16
2474   229.64836 437.50812    4 16
2475   430.71948 199.67249    2 16
2476   28.98222 1111.9124    6 16
2477   460.2811 477.379    8 16
2478   54.775925 824.7643    6 16
2479   800.7228 794.5198    6 16
2480   696.1187 709.8147    14 16
2481   792.5969 1430.9218    2 16
2482   866.8972 1068.5432    2 16
2483   255.26318 2137.7466    20 16
2484   340.26727 631.28174    4 16
2485   1310.4142 1338.2998    84 96
2486   859.8756 35.810684    126 64
2487   712.11914 115.772964    8 16
2488   720.35876 1259.1116    4 16
2489   262.5541 937.44415    16 16
2490   578.10254 1360.0708    4 16
2491   349.6209 897.6959    10 16
2492   514.3715 1349.9128    14 16
2493   594.7046 1217.4452    8 16
2494   446.1137 27.21973    8 16
2495   314.2589 1275.7411    2 16
2496   421.5241 1023.87476    8 16
2497   280.31485 1323.5483    16 16
2498   1452.7335 221.75354    42 16
2499   240.80072 762.1437    6 16
2500   553.53864 1104.8197    8 16
2501   823.2427 734.7149    8 16
2502   738.4623 2066.587    14 16
2503   204.78024 1646.3667    14 16
2504   469.3698 1214.8611    14 16
2505   694.0236 962.9822    4 16
2506   376.03143 1545.8152    2 16
2507   456.05997 1575.5911    18 16
2508   771.511 976.5736    6 16
2509   308.8105 1480.5923    2 16
2510   744.7347 507.18652    6 16
2511   173.8265 968.99634    6 16
2512   543.65906 232.4003    14 16
2513   786.01575 2102.0168    16 16
2514   296.67517 197.78484    14 16
2515   670.0278 1226.3472    6 16
2516   544.63257 2099.1738    6 16
2517   754.5403 642.2197    2 16
2518   662.64795 286.9336    6 16
2519   163.7535 1090.5317    6 16
2520   101.23065 1308.3679    12 16
2521   394.98242 240.80016    4 16
2522   824.72375 47.33583    14 16
2523   54.71773 308.59354    6 16
2524   135.42627 453.4198    8 16
2525   229.27715 1461.5579    16 16
2526   498.65747 132.80022    8 16
2527   144.18768 861.68677    8 16
2528   369.06607 1997.4133    12 16
2529   319.0105 540.49805    4 16
2530   837.8545 577.0992    10 16
2531   43.043526 559.4302    6 16
2532   1621.6655 1670.5145    101 80
2533   548.78296 429.4975    8 16
2534   573.40857 688.2007    8 16
2535   223.4034 2074.6875    14 16
2536   744.9103 25.37577    2 16
2537   556.8927 1216.1167    8 16
2538   61.79731 643.8227    14 16
2539   390.95392 991.662    8 16
2540   635.4956 2062.3115    6 16
2541   181.4325 493.49646    4 16
2542   746.4315 1352.0149    8 16
2543   580.6594 1140.523    2 16
2544   201.6993 36.658264    12 16
2545   274.73352 574.491    8 16
2546   766.18494 927.1677    6 16
2547   675.07947 1170.3303    4 16
2548   335.3852 469.97388    14 16
2549   732.095 1263.1832    10 16
2550   694.1697 17.683508    6 16
2551   492.35156 1523.2224    8 16
2552   393.63672 1492.499    2 16
2553   460.2541 647.78204    8 16
2554   348.34366 345.26633    28 16
2555   625.7378 703.93164    8 16
2556   143.26666 1544.809    16 16
2557   459.04572 1510.6692    2 16
2558   101.49748 1114.1317    8 16
2559   258.62543 2077.8843    14 16
2560   27.606651 664.1448    8 16
2561   245.42697 1596.2429    2 16
2562   505.68542 150.24484    2 16
2563   138.20767 65.304184    22 16
2564   667.0602 995.27734    16 16
2565   168.41522 41.359135    28 16
2566   54.71773 335.38867    6 16
2567   582.18054 1645.8408    8 16
2568   1183.4827 1018.66895    4 16
2569   137.62967 1669.0605    14 16
2570   165.6915 2032.7069    6 16
2571   731.12524 507.18652    6 16
2572   666.2262 2276.0771    14 16
2573   535.21594 1008.66156    18 16
2574   729.70667 715.6885    2 16
2575   214.39412 933.23254    4 16
2576   482.18665 1422.527    14 16
2577   543.6261 1366.9915    14 16
2578   586.6963 1614.4238    2 16
2579   466.89728 1687.7151    2 16
2580   804.25726 1994.3911    6 16
2581   338.04553 1568.2144    2 16
2582   285.1129 282.46857    8 16
2583   692.92896 2216.308    14 16
2584   1624.1304 1160.5319    4 16
2585   707.89374 403.9907    6 16
2586   132.65868 1360.7656    12 16
2587   299.74133 2158.1777    16 16
2588   252.58994 2245.7212    14 16
2589   575.3189 878.57056    4 16
2590   553.80524 2004.0107    4 16
2591   413.3097 2132.8506    12 16
2592   1078.7617 552.9333    4 16
2593   1633.3623 624.62646    72 112
2594   356.6801 1540.3193    2 16
2595   428.36603 481.68884    18 16
2596   18.168749 769.6533    6 16
2597   627.83594 590.3066    8 16
2598   274.77008 2158.1777    8 16
2599   753.49927 1062.5737    6 16
2600   721.36694 901.8954    12 16
2601   306.5542 1169.7509    14 16
2602   265.20038 585.84485    8 16
2603   539.1873 99.06773    4 16
2604   500.92596 230.26736    8 16
2605   570.5311 591.7294    14 16
2606   582.00586 197.53714    8 16
2607   1652.4448 223.57303    42 16
2608   684.918 962.9822    6 16
2609   1181.3558 152.84839    12 16
2610   340.8218 2216.1768    6 16
2611   781.1922 1.0843353    16 16
2612   616.5633 1140.5204    2 16
2613   319.7911 1272.0991    14 16
2614   371.6227 1275.2288    12 16
2615   240.95842 402.95782    8 16
2616   209.59717 1288.3661    2 16
2617   39.248146 522.6793    6 16
2618   593.36316 2159.5195    6 16
2619   240.38461 451.53806    8 16
2620   402.1864 13.788826    14 16
2621   793.53094 1484.353    8 16
2622   1450.9679 532.7456    12 16
2623   684.0649 1327.7114    8 16
2624   781.4502 2232.6533    14 16
2625   544.037 41.764313    2 16
2626   124.71599 1563.4312    16 16
2627   132.453 968.23047    12 16
2628   652.19226 1134.2876    2 16
2629   758.23315 1277.979    12 16
2630   691.5179 260.03632    2 16
2631   155.87633 1203.1787    20 16
2632   195.49133 1089.6543    8 16
2633   542.37146 1267.2568    14 16
2634   203.41881 1288.3661    2 16
2635   6.3263035 1351.989    12 16
2636   485.8486 481.96796    14 16
2637   388.84152 15.753021    14 16
2638   825.0487 2293.7942    2 16
2639   237.86789 1184.1604    16 16
2640   886.1133 849.52563    6 16
2641   278.64624 333.2889    2 16
2642   743.4568 1386.8821    2 16
2643   719.18787 543.6858    2 16
2644   547.1665 75.935104    6 16
2645   735.1057 1095.4755    6 16
2646   545.7978 2067.997    4 16
2647   417.7933 285.65088    10 16
2648   832.3025 2293.7942    2 16
2649   765.5915 177.5523    18 16
2650   347.9875 1611.6375    2 16
2651   226.35577 1646.3667    2 16
2652   483.24908 1165.7783    14 16
2653   5.3263035 1416.242    14 16
2654   358.7879 1663.603    14 16
2655   707.6166 1347.0635    4 16
2656   176.43408 2038.3232    14 16
2657   638.1743 1318.3844    12 16
2658   591.2975 349.949    2 16
2659   881.8529 1439.7578    8 16
2660   885.86255 964.34766    2 16
2661   841.84827 2256.6875    4 16
2662   286.4271 1659.4153    16 16
2663   2.8856664 849.77167    2 16
2664   239.51263 488.35364    18 16
2665   888.65344 1140.5181    2 16
2666   188.83107 417.14124    4 16
2667   873.61255 1662.2002    6 16
2668   346.35645 284.2932    4 16
2669   120.735504 1478.7932    14 16
2670   638.67914 535.52527    8 16
2671   107.87715 1995.7036    6 16
2672   339.44598 1180.72    14 16
2673   30.293095 913.1435    6 16
2674   1245.1921 2081.5566    24 16
2675   692.02893 2100.5166    14 16
2676   299.14258 587.45154    2 16
2677   556.0409 134.78241    2 16
2678   746.05035 1134.4785    16 16
2679   734.8598 1483.9548    10 16
2680   398.6162 1307.1555    14 16
2681   290.45346 1543.2345    16 16
2682   266.80157 701.43225    2 16
2683   1189.2241 1758.3492    24 16
2684   179.9786 999.9645    14 16
2685   55.409504 597.199    6 16
2686   1016.75146 1167.6534    24 16
2687   703.3794 1480.7495    2 16
2688   668.8611 1137.0803    8 16
2689   686.678 2143.0552    14 16
2690   776.00934 47.72682    6 16
2691   444.1642 184.72232    6 16
2692   85.13988 335.0117    12 16
2693   293.5805 1645.1143    14 16
2694   347.41284 366.91998    4 16
2695   622.702 2107.359    2 16
2696   866.0001 695.68823    4 16
2697   933.19556 2197.0754    101 80
2698   58.0785 47.926674    10 16
2699   239.82549 322.93915    4 16
2700   89.52446 824.49316    6 16
2701   782.898 1610.5104    6 16
2702   42.92151 910.9036    6 16
2703   120.94322 1669.9813    2 16
2704   550.6112 2039.0234    16 16
2705   797.9271 197.31227    8 16
2706   163.41995 1422.8567    2 16
2707   819.26514 958.02747    12 16
2708   206.341 972.8835    14 16
2709   437.3037 2158.6333    16 16
2710   710.9831 2182.1543    6 16
2711   776.1654 1434.9521    8 16
2712   178.63327 231.02829    4 16
2713   98.90157 1220.6335    14 16
2714   377.14594 402.61176    8 16
2715   716.5967 1320.6665    4 16
2716   143.88008 1272.2822    4 16
2717   15.56052 1144.2579    2 16
2718   523.7295 513.0454    6 16
2719   651.9985 193.14626    8 16
2720   716.5935 2080.3027    10 16
2721   838.0958 1466.085    8 16
2722   550.3889 475.88336    6 16
2723   796.0704 649.4614    10 16
2724   879.22687 2159.5454    14 16
2725   1490.5356 2125.7852    42 16
2726   575.2494 811.2776    14 16
2727   588.7512 1150.8171    8 16
2728   221.99606 2171.8818    8 16
2729   817.6741 972.95685    16 16
2730   778.52893 585.23694    4 16
2731   1118.7407 600.20807    18 16
2732   625.6279 499.01566    8 16
2733   559.89685 18.640423    4 16
2734   323.80914 416.85992    14 16
2735   799.44653 2100.8916    16 16
2736   434.81555 841.5665    16 16
2737   1063.843 2048.7612    42 16
2738   57.2351 488.8233    8 16
2739   1367.0371 1706.612    24 16
2740   242.62122 255.79807    4 16
2741   540.3755 1031.2682    6 16
2742   706.3396 180.4612    14 16
2743   626.3907 404.0718    14 16
2744   760.7481 1631.7296    16 16
2745   153.63016 263.73773    8 16
2746   618.926 1391.8745    14 16
2747   773.5404 728.02985    6 16
2748   264.98108 1376.7266    2 16
2749   292.26514 365.874    4 16
2750   419.9213 1611.9038    8 16
2751   505.9391 1599.3523    8 16
2752   358.7009 2283.438    12 16
2753   368.63382 1368.7095    12 16
2754   535.39404 180.39468    6 16
2755   86.232574 1201.1989    12 16
2756   366.41687 1120.4158    6 16
2757   288.66132 610.2128    14 16
2758   748.59924 774.5419    6 16
2759   243.86049 2099.9692    16 16
2760   90.065445 838.7173    4 16
2761   682.58203 707.37085    14 16
2762   861.76575 659.0351    2 16
2763   569.1549 1011.84607    6 16
2764   280.30914 937.44415    14 16
2765   624.0216 2158.837    14 16
2766   887.4565 606.49    4 16
2767   626.84766 1381.2708    14 16
2768   522.536 948.3508    16 16
2769   358.56165 262.9472    8 16
2770   1738.9081 1006.86084    84 96
2771   501.54315 454.6966    12 16
2772   416.65906 2015.8823    4 16
2773   312.3037 1522.1025    16 16
2774   671.60614 286.9919    14 16
2775   169.38434 1467.9282    6 16
2776   289.5689 448.43835    6 16
2777   550.25836 126.157074    8 16
2778   383.86334 1060.4922    8 16
2779   483.25284 1301.1218    14 16
2780   682.9888 671.13196    18 16
2781   701.8688 1684.7241    8 16
2782   149.29869 755.4414    2 16
2783   469.80463 2034.8237    18 16
2784   551.46106 1022.93945    4 16
2785   10.627953 383.9187    8 16
2786   471.2309 645.19025    8 16
2787   220.54971 1684.9758    2 16
2788   851.95386 1519.2218    8 16
2789   581.0472 862.2546    6 16
2790   456.77814 1418.0911    8 16
2791   131.67763 951.54346    6 16
2792   1585.2217 172.10286    101 80
2793   792.11096 1596.736    14 16
2794   814.6686 2100.1277    14 16
2795   362.21082 1255.5447    4 16
2796   192.44882 2026.468    8 16
2797   1063.2727 1790.0671    101 80
2798   685.0322 694.77    2 16
2799   1725.4268 1161.2466    101 80
2800   575.62524 724.1466    14 16
2801   779.12286 1602.0338    6 16
2802   360.64862 1307.2964    16 16
2803   167.02336 1484.2563    6 16
2804   98.87439 554.5137    8 16
2805   1648.7454 1173.2092    24 16
2806   584.35645 689.66724    14 16
2807   416.25702 1535.2051    8 16
2808   620.15625 857.99426    2 16
2809   273.72702 955.58795    6 16
2810   558.29626 1199.9861    8 16
2811   654.7943 2169.7124    6 16
2812   179.43408 2065.0486    8 16
2813   413.76218 227.92892    6 16
2814   345.51398 1527.1833    16 16
2815   347.99054 1078.4564    6 16
2816   518.5303 2250.5703    14 16
2817   159.20512 851.40894    6 16
2818   803.3013 230.70377    8 16
2819   380.87265 284.847    8 16
2820   120.9379 1297.6382    20 16
2821   733.05145 1511.8458    2 16
2822   219.59773 341.23633    14 16
2823   425.18652 7.3350496    16 16
2824   520.37805 301.35287    14 16
2825   329.5028 277.51746    4 16
2826   693.56396 937.32086    6 16
2827   391.39502 322.32684    8 16
2828   284.49872 886.7803    6 16
2829   41.94307 653.64746    8 16
2830   434.81555 813.74536    16 16
2831   97.82689 798.7622    4 16
2832   343.5071 1448.3883    2 16
2833   1238.1365 1809.9966    12 16
2834   1458.5103 503.4993    24 16
2835   535.72253 1616.0712    4 16
2836   132.38756 703.98315    2 16
2837   377.14594 366.2777    8 16
2838   399.95966 1200.3069    14 16
2839   348.69897 1357.2776    12 16
2840   620.1946 962.95374    2 16
2841   778.93506 675.34106    8 16
2842   1489.575 646.67834    24 16
2843   255.10532 435.88666    8 16
2844   783.3882 985.2974    14 16
2845   589.5874 1630.3809    8 16
2846   447.11682 2019.9207    8 16
2847   17.760809 1186.9546    16 16
2848   562.0438 877.9095    2 16
2849   262.92905 2034.4829    6 16
2850   803.11975 448.39618    8 16
2851   831.2008 245.54913    8 16
2852   574.49854 1593.7737    8 16
2853   381.1911 2118.6362    12 16
2854   405.41162 236.41809    8 16
2855   553.7063 1647.4523    6 16
2856   225.91714 130.5028    18 16
2857   1601.4058 2057.915    24 16
2858   208.7109 724.23126    8 16
2859   391.2135 1083.6364    8 16
2860   1467.1294 246.01459    24 16
2861   11.5426655 907.89453    8 16
2862   526.22253 2000.1589    14 16
2863   415.47443 1265.5504    14 16
2864   353.30676 665.9057    20 16
2865   843.74664 2106.2979    8 16
2866   270.86545 1288.0112    2 16
2867   1435.2137 1863.1683    42 16
2868   461.2811 484.92123    6 16
2869   608.37024 2265.8262    6 16
2870   213.2207 2013.2637    2 16
2871   186.79051 460.58582    14 16
2872   581.1674 2141.4346    14 16
2873   413.74664 752.7651    4 16
2874   778.31683 1654.0309    2 16
2875   735.8318 2269.0667    6 16
2876   1177.2205 1524.4929    6 16
2877   653.1395 1420.9995    6 16
2878   220.05225 2192.7512    14 16
2879   53.85293 879.2622    6 16
2880   1489.5836 1407.1538    8 16
2881   660.8303 1429.9669    4 16
2882   577.2958 1653.146    2 16
2883   190.45917 697.42975    2 16
2884   1158.5884 242.79942    24 16
2885   476.01422 2138.9102    20 16
2886   391.99542 1120.5347    6 16
2887   103.17375 350.08936    18 16
2888   29.696209 1400.341    4 16
2889   688.74274 300.06537    8 16
2890   721.371 1546.9678    6 16
2891   406.16553 248.60767    8 16
2892   239.86789 1202.7687    12 16
2893   610.68335 1326.5254    4 16
2894   215.29994 1184.4583    12 16
2895   254.94525 397.34332    6 16
2896   892.0816 566.2511    63 128
2897   837.6543 865.86426    2 16
2898   164.5576 112.655655    8 16
2899   795.0036 808.71814    2 16
2900   873.7757 2058.2551    4 16
2901   260.41406 845.4886    12 16
2902   135.98619 1647.6968    2 16
2903   1242.6426 1345.305    101 80
2904   275.81454 347.32343    18 16
2905   328.49286 1642.0979    2 16
2906   243.74663 192.54381    8 16
2907   536.8014 2017.3965    14 16
2908   1042.7842 601.154    16 16
2909   252.30273 859.72595    8 16
2910   693.6986 2060.9082    10 16
2911   864.61975 1046.3638    30 16
2912   266.37735 733.99976    2 16
2913   504.49652 1330.4    12 16
2914   701.8054 1430.3159    6 16
2915   1131.0381 2080.103    24 16
2916   52.512848 572.9326    14 16
2917   879.2092 1405.1824    42 16
2918   664.6948 148.56537    14 16
2919   607.2407 772.4132    18 16
2920   1197.5903 2173.942    63 128
2921   804.44885 2054.0608    6 16
2922   697.9348 480.96976    14 16
2923   319.7911 1255.1031    14 16
2924   561.0786 1149.8708    4 16
2925   749.1294 2212.7112    14 16
2926   577.0311 1476.0499    6 16
2927   2.981659 493.76563    28 16
2928   761.6196 366.1679    14 16
2929   1024.7754 638.02594    24 16
2930   1267.8926 864.4206    101 80
2931   635.3354 1302.0701    14 16
2932   240.80072 771.6488    6 16
2933   513.2915 64.447395    16 16
2934   843.2474 464.5794    8 16
2935   886.0342 1563.5778    8 16
2936   567.4042 18.640423    4 16
2937   758.20074 2018.5731    4 16
2938   818.83887 802.88916    14 16
2939   29.07306 800.54846    2 16
2940   444.01685 300.69046    16 16
2941   177.14044 238.73877    8 16
2942   653.80133 1429.9669    2 16
2943   382.72617 1154.4246    20 16
2944   681.80444 811.7058    14 16
2945   496.4352 714.3108    2 16
2946   492.577 1441.8939    2 16
2947   762.1194 1471.1611    14 16
2948   874.513 2066.6987    12 16
2949   220.245 974.5019    8 16
2950   145.9928 725.3419    8 16
2951   674.7081 2038.9751    12 16
2952   603.07007 2151.2153    2 16
2953   1367.0371 1490.843    24 16
2954   808.74963 2178.5347    14 16
